vehicle.jpg,3,0,0,0
vehicle.jpg,16,0,0,1
vehicle.jpg,16,0,0,1
vehicle.jpg,16,0,0,1
vehicle.jpg,27,0,0,0
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle.jpg,7,12,0,1
vehicle2.jpg,17,26,1,7
vehicle2.jpg,17,26,1,7
vehicle2.jpg,17,26,1,7
vehicle2.jpg,17,26,1,7
vehicle2.jpg,17,26,1,7
D:\PycharmProjects\vehicle\vehicle.jpg,7,12,0,1
D:\PycharmProjects\vehicle\vehicle.jpg,7,12,0,1
